"","Left_Right_Wing","BirthYear","Income","Religiousity","Education","Country","Location","Gender","Occupation","Marital_Status","Age"
"50292",7,1963,3,1,4,"Sweden",3,1,520,1,53
"8938",5,1938,2,2,4,"Bulgaria",3,1,810,1,78
"89551",10,1965,5,2,4,"Bulgaria",3,1,510,1,51
"57041",4,1942,1,2,4,"Sweden",3,2,610,4,74
"5065",4,1941,1,1,2,"Sweden",2,1,830,2,75
"50091",3,1983,2,2,8,"Sweden",4,2,230,1,33
"46122",3,1986,3,3,5,"Austria",2,2,235,4,30
"56882",4,1973,5,1,8,"Sweden",3,2,210,1,43
"53483",2,1959,4,1,4,"Sweden",3,1,720,1,57
"49651",1,1938,1,1,6,"Sweden",3,2,230,4,78
"5282",5,1969,3,3,5,"Sweden",1,1,240,1,47
"44804",5,1966,5,3,5,"Austria",1,1,541,1,50
"50983",3,1991,5,1,5,"Sweden",4,1,230,4,25
"43652",5,1978,3,2,6,"Austria",1,1,11,1,38
"49702",6,1965,4,1,6,"Sweden",4,2,340,4,51
"47981",4,1959,5,2,8,"Austria",4,2,112,1,57
"43642",6,1989,4,3,4,"Austria",4,1,332,1,27
"49252",5,1963,3,3,4,"Austria",1,2,512,1,53
"8942",5,1964,2,3,4,"Bulgaria",1,1,950,1,52
"5361",5,1944,1,1,4,"Sweden",3,2,510,1,72
"43691",6,1978,5,3,8,"Austria",4,1,252,1,38
"8951",5,1978,1,2,4,"Bulgaria",3,1,520,4,38
"54561",4,1939,2,2,2,"Sweden",2,1,310,1,77
"49871",8,1975,4,1,6,"Sweden",4,1,340,4,41
"57611",8,1977,3,2,6,"Sweden",3,1,100,1,39
"57581",7,1955,4,2,6,"Sweden",3,1,240,1,61
"46602",7,1955,4,3,4,"Austria",3,2,322,1,61
"50271",8,1961,5,2,6,"Sweden",4,2,320,1,55
"44913",0,1961,2,1,4,"Austria",2,1,833,1,55
"5341",1,1947,3,2,4,"Sweden",1,1,310,1,69
"47612",3,1972,4,2,8,"Austria",4,2,233,1,44
"54702",5,1944,2,2,4,"Sweden",2,2,340,1,72
"55421",4,1947,2,1,4,"Sweden",4,1,820,1,69
"40022",5,1973,4,3,5,"Austria",1,1,541,1,43
"49602",1,1948,4,2,7,"Sweden",1,1,230,1,68
"54733",6,1948,5,1,9,"Sweden",4,1,230,4,68
"49872",8,1975,4,1,6,"Sweden",4,1,340,4,41
"48472",5,1985,5,3,8,"Austria",3,2,412,1,31
"55501",2,1958,3,1,4,"Sweden",4,1,720,1,58
"48333",5,1980,2,2,3,"Austria",2,1,723,4,36
"5135",1,1937,1,3,4,"Sweden",4,2,510,2,79
"50092",3,1983,2,2,8,"Sweden",4,2,230,1,33
"40993",5,1964,5,3,4,"Austria",1,2,141,1,52
"54672",6,1965,3,2,7,"Sweden",4,1,820,4,51
"43682",2,1972,5,1,6,"Austria",2,1,112,4,44
"39971",2,1956,5,1,8,"Austria",2,2,263,4,60
"45682",3,1964,4,3,8,"Austria",1,2,235,4,52
"55332",6,1958,4,2,4,"Sweden",1,1,310,1,58
"54361",5,1970,2,4,6,"Sweden",2,2,510,1,46
"51392",5,1956,3,2,3,"Sweden",3,1,240,1,60
"50752",6,1985,3,3,4,"Sweden",2,2,520,1,31
"55702",7,1995,4,2,3,"Sweden",4,2,910,4,21
"50881",7,1977,3,1,4,"Sweden",4,1,810,1,39
"51522",7,1951,1,2,2,"Sweden",2,1,820,4,65
"49551",4,1942,5,2,7,"Sweden",4,1,240,1,74
"50201",2,1946,3,2,2,"Sweden",2,2,910,1,70
"44772",7,1956,5,4,4,"Austria",3,1,112,1,60
"4162",4,1977,4,3,4,"Austria",1,1,754,1,39
"55181",5,1965,2,1,6,"Sweden",2,1,210,1,51
"5434",3,1983,2,1,4,"Sweden",4,1,510,1,33
"51211",9,1975,5,2,4,"Sweden",3,2,120,1,41
"5277",6,1974,4,3,8,"Sweden",3,2,230,1,42
"39791",4,1964,5,2,4,"Austria",2,1,121,1,52
"48563",5,1989,2,3,4,"Austria",1,1,722,1,27
"52041",8,1939,3,3,7,"Sweden",2,1,120,1,77
"42814",5,1965,3,3,4,"Austria",3,1,933,4,51
"45221",1,1970,3,3,4,"Austria",1,2,411,1,46
"43201",4,1962,4,2,4,"Austria",1,1,532,1,54
"41532",3,1970,5,1,4,"Austria",3,1,515,1,46
"47172",4,1984,3,3,3,"Austria",1,2,411,1,32
"47151",5,1982,4,2,5,"Austria",3,2,524,1,34
"46432",5,1965,3,4,5,"Austria",1,2,412,1,51
"55623",4,1948,4,2,6,"Sweden",2,1,120,1,68
"41433",2,1970,2,2,5,"Austria",3,1,411,4,46
"5546",0,1956,2,3,3,"Sweden",4,1,710,4,60
"48004",7,1986,2,3,4,"Austria",1,1,322,4,30
"43774",5,1979,5,2,5,"Austria",3,2,134,1,37
"53484",2,1959,4,1,4,"Sweden",3,1,720,1,57
"3999",4,1976,4,2,8,"Austria",2,1,241,4,40
"47592",5,1956,4,3,4,"Austria",1,1,821,1,60
"52361",4,1947,1,2,3,"Sweden",1,1,820,1,69
"41192",4,1971,4,3,8,"Austria",2,2,325,1,45
"49464",6,1995,3,3,4,"Austria",1,1,441,4,21
"42522",5,1972,2,2,4,"Austria",1,2,411,1,44
"41281",5,1958,3,2,4,"Austria",1,2,222,2,58
"51583",7,1969,1,1,5,"Sweden",1,2,230,1,47
"53751",1,1938,1,2,4,"Sweden",3,2,810,2,78
"46333",3,1968,1,4,4,"Austria",1,1,263,4,48
"50612",9,1932,2,1,8,"Sweden",4,2,240,4,84
"40601",6,1989,2,2,4,"Austria",2,1,752,4,27
"46462",5,1963,2,1,4,"Austria",2,2,911,3,53
"43792",5,1977,5,3,5,"Austria",1,2,235,1,39
"55611",3,1962,5,2,4,"Sweden",3,2,410,1,54
"47462",7,1974,2,2,5,"Austria",2,1,513,4,42
"52191",6,1971,4,1,6,"Sweden",4,1,210,1,45
"54891",5,1945,4,1,4,"Sweden",3,1,310,1,71
"51991",8,1979,4,2,5,"Sweden",3,1,210,4,37
"47223",1,1985,3,3,3,"Austria",1,1,821,1,31
"51413",4,1953,4,2,4,"Sweden",4,2,510,1,63
"50062",2,1951,3,1,8,"Sweden",4,1,240,4,65
"5573",8,1944,3,2,4,"Sweden",2,2,340,1,72
"39587",8,1972,2,2,4,"Austria",2,1,334,4,44
"47812",5,1996,2,2,3,"Austria",2,1,721,4,20
"42674",5,1974,3,3,5,"Austria",2,1,143,1,42
"46041",8,1949,5,4,3,"Austria",2,2,515,1,67
"49771",6,1977,2,1,7,"Sweden",4,1,120,4,39
"45393",6,1971,3,3,4,"Austria",2,1,252,4,45
"40851",0,1974,5,3,5,"Austria",3,2,334,1,42
"43051",3,1964,5,2,5,"Austria",2,1,134,1,52
"50371",7,1948,3,2,6,"Sweden",1,2,320,1,68
"46761",3,1966,2,2,4,"Austria",1,1,441,4,50
"5502",8,1964,5,2,4,"Sweden",2,1,210,4,52
"40643",4,1955,5,1,8,"Austria",3,1,112,1,61
"46932",4,1983,3,3,5,"Austria",2,1,741,1,33
"54222",0,1946,1,1,4,"Sweden",1,1,610,4,70
"53141",5,1955,1,2,4,"Sweden",1,1,720,1,61
"52971",8,1944,5,2,7,"Sweden",2,1,240,1,72
"41803",2,1956,3,3,4,"Austria",3,2,411,1,60
"4121",1,1985,3,4,3,"Austria",4,1,532,1,31
"54791",5,1983,1,3,7,"Sweden",4,2,230,1,33
"45074",4,1959,3,3,6,"Austria",2,2,513,3,57
"56022",1,1952,5,1,6,"Sweden",4,1,210,4,64
"44721",2,1970,4,3,4,"Austria",1,2,241,1,46
"41952",2,1959,5,2,4,"Austria",3,1,241,1,57
"51332",9,1939,3,4,7,"Sweden",4,2,230,1,77
"40492",4,1962,4,3,4,"Austria",1,2,325,1,54
"47255",5,1981,1,3,4,"Austria",3,1,523,4,35
"5531",8,1935,3,2,5,"Sweden",4,2,340,1,81
"4930",4,1958,5,3,4,"Austria",3,1,541,1,58
"44793",3,1965,3,1,8,"Austria",2,1,216,4,51
"47624",4,1977,2,2,4,"Austria",1,2,931,4,39
"53611",5,1944,1,1,4,"Sweden",3,2,510,1,72
"54923",7,1974,4,2,7,"Sweden",2,1,210,1,42
"52561",3,1971,4,2,4,"Sweden",1,2,340,1,45
"52943",7,1988,1,2,5,"Sweden",4,1,810,4,28
"54071",7,1943,4,1,4,"Sweden",4,1,340,1,73
"46383",2,1964,1,1,4,"Austria",1,2,411,4,52
"41354",5,1988,3,3,4,"Austria",3,2,721,1,28
"5328",7,1961,5,2,4,"Sweden",3,2,120,1,55
"4395",6,1981,4,2,4,"Austria",2,1,752,1,35
"40061",2,1961,4,2,3,"Austria",1,1,731,1,55
"5333",8,1959,5,2,5,"Sweden",4,2,120,1,57
"50452",3,1956,3,2,3,"Sweden",2,1,810,1,60
"55031",9,1941,3,2,4,"Sweden",4,1,720,1,75
"48422",3,1969,2,3,4,"Austria",2,1,242,2,47
"53851",3,1965,5,1,7,"Sweden",3,2,120,1,51
"48891",5,1969,5,3,8,"Austria",4,1,112,1,47
"45953",5,1984,5,4,4,"Austria",1,1,513,1,32
"49664",5,1971,4,2,4,"Sweden",4,1,310,1,45
"44196",5,1973,3,3,4,"Austria",1,1,314,1,43
"53893",5,1967,5,1,5,"Sweden",4,2,240,1,49
"42242",9,1954,1,3,4,"Austria",2,2,511,4,62
"45213",5,1963,3,2,4,"Austria",1,1,751,1,53
"53472",6,1959,3,4,9,"Sweden",4,2,230,4,57
"41361",4,1995,2,2,4,"Austria",2,1,723,4,21
"40403",5,1966,5,2,8,"Austria",4,1,112,1,50
"5433",6,1940,3,3,6,"Sweden",4,2,340,1,76
"49963",8,1952,3,1,4,"Sweden",3,1,520,1,64
"49111",4,1975,4,2,6,"Austria",2,2,332,1,41
"51961",10,1934,1,3,4,"Sweden",4,2,510,2,82
"49731",7,1940,1,2,7,"Sweden",4,1,340,1,76
"54592",5,1936,1,2,4,"Sweden",4,1,830,2,80
"47643",1,1957,4,1,8,"Austria",3,2,325,3,59
"49542",5,1940,5,2,5,"Sweden",1,2,340,1,76
"51133",8,1982,3,1,4,"Sweden",3,1,120,4,34
"50742",5,1954,2,4,6,"Sweden",2,2,330,4,62
"52991",5,1937,2,2,2,"Sweden",2,1,720,1,79
"5538",5,1991,2,2,4,"Sweden",3,1,830,4,25
"43692",6,1978,5,3,8,"Austria",4,1,252,1,38
"5591",6,1978,2,1,4,"Sweden",3,1,340,4,38
"39661",4,1953,2,4,4,"Austria",2,1,515,1,63
"41643",5,1975,3,2,8,"Austria",3,1,233,3,41
"51181",9,1937,3,3,4,"Sweden",4,1,240,1,79
"4226",5,1979,4,3,4,"Austria",1,2,524,1,37
"42432",7,1991,3,3,3,"Austria",1,1,933,4,25
"40171",7,1963,2,2,4,"Austria",4,2,421,4,53
"55041",8,1976,5,1,8,"Sweden",4,1,340,1,40
"54231",8,1983,2,1,6,"Sweden",2,1,720,1,33
"51151",7,1964,5,2,6,"Sweden",1,2,320,1,52
"46982",5,1980,5,3,4,"Austria",1,1,611,4,36
"5426",7,1933,1,2,2,"Sweden",3,1,340,4,83
"42503",4,1970,3,3,8,"Austria",2,2,222,1,46
"40531",5,1960,2,3,4,"Austria",1,2,516,1,56
"52911",0,1978,3,1,6,"Sweden",2,1,230,1,38
"5408",5,1973,3,1,4,"Sweden",2,1,710,1,43
"41972",5,1952,3,3,2,"Austria",3,1,541,1,64
"56281",7,1946,3,1,5,"Sweden",1,1,240,1,70
"52662",5,1978,3,1,7,"Sweden",3,2,340,1,38
"5451",8,1957,5,3,8,"Sweden",2,2,910,1,59
"4445",5,1958,5,3,4,"Austria",2,2,332,1,58
"48993",3,1980,3,3,4,"Austria",1,1,241,4,36
"44784",5,1969,5,3,9,"Austria",2,1,741,1,47
"52621",4,1938,2,2,2,"Sweden",3,1,310,1,78
"54142",5,1938,3,3,3,"Sweden",1,1,120,1,78
"49892",6,1969,3,2,7,"Sweden",4,2,220,4,47
"52642",0,1975,2,4,4,"Sweden",3,2,520,1,41
"45271",3,1957,5,3,9,"Austria",4,2,264,1,59
"54712",7,1943,5,3,6,"Sweden",4,2,330,1,73
"48691",5,1947,3,2,3,"Austria",2,1,411,1,69
"41543",5,1988,4,3,4,"Austria",4,2,325,4,28
"54781",0,1958,2,1,3,"Sweden",4,1,510,1,58
"49852",1,1957,1,2,4,"Sweden",2,2,510,4,59
"49043",5,1967,4,3,4,"Austria",4,2,242,1,49
"48412",2,1968,4,1,8,"Austria",4,2,235,1,48
"44543",0,1975,3,3,7,"Austria",2,2,226,1,41
"47121",5,1955,3,2,4,"Austria",2,2,411,1,61
"50832",3,1975,1,2,4,"Sweden",4,2,510,1,41
"47744",5,1964,5,3,8,"Austria",3,1,265,1,52
"54981",2,1942,1,1,7,"Sweden",4,2,240,4,74
"43333",8,1982,3,3,4,"Austria",1,1,834,1,34
"53951",9,1944,5,2,6,"Sweden",3,2,320,1,72
"53372",6,1982,2,1,4,"Sweden",1,1,710,1,34
"47832",5,1976,5,2,4,"Austria",1,1,422,1,40
"5393",5,1947,1,1,4,"Sweden",4,1,720,4,69
"5288",5,1974,5,2,4,"Sweden",4,2,340,1,42
"47333",3,1981,3,3,4,"Austria",3,2,243,4,35
"51051",7,1970,3,1,7,"Sweden",4,1,210,4,46
"50951",7,1949,5,4,4,"Sweden",3,1,520,1,67
"42603",6,1963,4,2,5,"Austria",2,1,251,1,53
"43351",4,1969,3,3,5,"Austria",2,2,234,1,47
"51591",7,1948,5,2,5,"Sweden",2,1,340,1,68
"5271",0,1943,3,1,4,"Sweden",4,2,410,1,73
"5324",3,1964,4,1,4,"Sweden",2,1,710,1,52
"45793",7,1963,5,3,4,"Austria",3,2,112,1,53
"44805",5,1966,5,3,5,"Austria",1,1,541,1,50
"48603",5,1995,1,4,2,"Austria",1,1,741,4,21
"46463",5,1963,2,1,4,"Austria",2,2,911,3,53
"55601",5,1990,2,2,4,"Sweden",3,2,510,4,26
"49112",4,1975,4,2,6,"Austria",2,2,332,1,41
"57271",0,1985,3,1,4,"Sweden",4,2,510,1,31
"8931",3,1939,1,3,4,"Bulgaria",3,2,320,2,77
"40113",3,1970,2,2,8,"Austria",3,1,265,4,46
"5092",4,1981,3,2,7,"Sweden",4,2,240,1,35
"57352",6,1944,2,2,2,"Sweden",1,1,610,2,72
"51252",7,1944,5,1,3,"Sweden",4,1,210,1,72
"49873",8,1975,4,1,6,"Sweden",4,1,340,4,41
"8939",4,1960,3,3,4,"Bulgaria",1,2,420,1,56
"49772",6,1977,2,1,7,"Sweden",4,1,120,4,39
"5369",1,1944,3,1,5,"Sweden",3,2,230,1,72
"51502",1,1942,1,1,2,"Sweden",4,1,410,4,74
"41355",5,1988,3,3,4,"Austria",3,2,721,1,28
"5731",7,1938,4,1,6,"Sweden",3,1,120,1,78
"4501",3,1968,4,3,4,"Austria",2,2,234,1,48
"40062",2,1961,4,2,3,"Austria",1,1,731,1,55
"47152",5,1982,4,2,5,"Austria",3,2,524,1,34
"89282",5,1988,2,4,2,"Bulgaria",2,2,920,1,28
"57111",5,1989,2,3,4,"Sweden",4,2,410,4,27
"53752",1,1938,1,2,4,"Sweden",3,2,810,2,78
"52651",7,1972,5,1,8,"Sweden",4,1,120,1,44
"89543",10,1950,2,2,8,"Bulgaria",3,2,210,2,66
"52992",5,1937,2,2,2,"Sweden",2,1,720,1,79
"53912",7,1980,5,2,5,"Sweden",4,2,340,1,36
"50961",2,1965,5,3,8,"Sweden",4,1,240,1,51
"51742",7,1982,4,1,4,"Sweden",2,1,310,1,34
"46111",8,1954,2,3,4,"Austria",1,1,722,1,62
"42161",5,1969,2,3,4,"Austria",2,1,731,1,47
"89221",7,1988,1,3,3,"Bulgaria",2,2,920,1,28
"89611",10,1955,4,1,4,"Bulgaria",3,1,350,1,61
"53612",5,1944,1,1,4,"Sweden",3,2,510,1,72
"5519",7,1986,1,2,6,"Sweden",4,2,230,4,30
"39821",5,1957,5,2,4,"Austria",2,1,133,1,59
"49964",8,1952,3,1,4,"Sweden",3,1,520,1,64
"54593",5,1936,1,2,4,"Sweden",4,1,830,2,80
"43951",6,1981,4,2,4,"Austria",2,1,752,1,35
"46832",0,1973,1,1,4,"Austria",2,2,412,4,43
"44472",5,1988,2,2,4,"Austria",2,1,741,4,28
"41973",5,1952,3,3,2,"Austria",3,1,541,1,64
"48843",3,1983,2,1,8,"Austria",4,1,265,4,33
"48834",4,1983,3,3,3,"Austria",4,2,411,1,33
"47813",5,1996,2,2,3,"Austria",2,1,721,4,20
"42174",9,1964,5,3,8,"Austria",3,2,241,1,52
"41911",10,1979,3,4,8,"Austria",1,1,112,4,37
"44451",5,1958,5,3,4,"Austria",2,2,332,1,58
"49671",1,1961,4,2,4,"Sweden",3,1,410,1,55
"45254",3,1984,3,3,3,"Austria",1,1,818,3,32
"5589",5,1943,2,3,4,"Sweden",3,2,120,1,73
"40082",6,1966,5,3,4,"Austria",2,1,313,1,50
"49152",5,1975,5,3,9,"Austria",1,2,221,1,41
"54931",2,1980,2,2,4,"Sweden",3,1,410,1,36
"41564",3,1969,5,3,4,"Austria",1,1,532,1,47
"50833",3,1975,1,2,4,"Sweden",4,2,510,1,41
"43562",0,1975,2,3,4,"Austria",1,2,412,3,41
"41644",5,1975,3,2,8,"Austria",3,1,233,3,41
"54072",7,1943,4,1,4,"Sweden",4,1,340,1,73
"5631",3,1967,5,2,7,"Sweden",3,1,120,1,49
"47745",5,1964,5,3,8,"Austria",3,1,265,1,52
"52452",2,1955,4,3,3,"Sweden",1,2,520,1,61
"41095",5,1983,4,3,4,"Austria",4,1,432,1,33
"47863",3,1984,1,3,4,"Austria",1,2,522,4,32
"45272",3,1957,5,3,9,"Austria",4,2,264,1,59
"54962",9,1947,4,2,4,"Sweden",2,1,710,1,69
"49122",6,1978,2,3,8,"Austria",1,2,334,4,38
"54862",5,1982,2,2,5,"Sweden",3,2,520,1,34
"54892",5,1945,4,1,4,"Sweden",3,1,310,1,71
"54611",7,1976,5,2,8,"Sweden",3,2,340,1,40
"48994",3,1980,3,3,4,"Austria",1,1,241,4,36
"8956",10,1947,3,1,4,"Bulgaria",3,1,810,1,69
"51701",3,1968,3,1,5,"Sweden",2,1,310,4,48
"5332",5,1950,1,2,4,"Sweden",2,2,510,4,66
"39588",8,1972,2,2,4,"Austria",2,1,334,4,44
"49513",3,1956,2,1,6,"Austria",4,1,252,3,60
"43663",5,1962,5,3,5,"Austria",2,1,311,1,54
"47682",6,1981,1,3,3,"Austria",1,2,265,1,35
"51351",1,1937,1,3,4,"Sweden",4,2,510,2,79
"47085",1,1985,1,1,8,"Austria",3,1,334,4,31
"41332",4,1991,1,2,7,"Austria",3,2,522,4,25
"44342",5,1994,2,2,4,"Austria",1,1,741,4,22
"52091",2,1981,1,1,4,"Sweden",4,2,520,4,35
"48473",5,1985,5,3,8,"Austria",3,2,412,1,31
"5419",3,1969,5,2,7,"Sweden",3,2,310,1,47
"41193",4,1971,4,3,8,"Austria",2,2,325,1,45
"48752",5,1971,3,3,4,"Austria",3,2,411,1,45
"5722",3,1968,3,1,6,"Sweden",2,1,310,4,48
"55671",6,1938,2,1,4,"Sweden",2,1,210,1,78
"55551",9,1962,5,2,8,"Sweden",4,2,210,4,54
"42504",4,1970,3,3,8,"Austria",2,2,222,1,46
"41604",5,1995,2,2,3,"Austria",3,1,512,4,21
"51781",7,1948,4,2,4,"Sweden",2,2,510,1,68
"8943",2,1941,1,4,4,"Bulgaria",1,2,510,2,75
"51823",8,1946,1,3,3,"Sweden",3,1,340,4,70
"46123",3,1986,3,3,5,"Austria",2,2,235,4,30
"42694",0,1961,3,3,4,"Austria",1,1,522,1,55
"53901",9,1942,5,2,6,"Sweden",4,1,130,1,74
"40962",7,1992,1,2,5,"Austria",4,2,411,1,24
"49102",5,1973,1,3,3,"Austria",1,2,142,1,43
"49763",7,1987,3,2,4,"Sweden",4,2,720,1,29
"89251",5,1959,3,2,8,"Bulgaria",3,2,430,1,57
"46483",5,1991,2,3,4,"Austria",1,1,834,4,25
"4940",4,1993,4,4,4,"Austria",1,2,422,1,23
"5629",7,1961,5,4,7,"Sweden",4,2,230,1,55
"49292",5,1980,1,3,4,"Austria",3,1,522,4,36
"55333",6,1958,4,2,4,"Sweden",1,1,310,1,58
"89811",0,1956,3,3,4,"Bulgaria",3,2,810,3,60
"8976",8,1951,3,3,4,"Bulgaria",3,1,510,4,65
"57781",4,1952,5,2,3,"Sweden",2,1,710,1,64
"41833",5,1958,2,2,4,"Austria",3,2,522,2,58
"55801",2,1975,3,1,8,"Sweden",1,2,210,1,41
"45461",5,1960,3,2,5,"Austria",2,1,754,1,56
"40193",5,1984,5,3,5,"Austria",1,2,411,4,32
"55931",6,1955,3,3,4,"Sweden",2,1,710,1,61
"52531",7,1959,1,3,4,"Sweden",4,2,340,4,57
"41734",0,1962,3,3,4,"Austria",2,1,311,1,54
"50103",4,1985,1,1,6,"Sweden",4,2,410,1,31
"55942",4,1992,1,2,4,"Sweden",2,2,830,1,24
"5057",5,1977,2,2,8,"Sweden",3,1,310,1,39
"57511",2,1948,4,2,2,"Sweden",4,1,520,1,68
"89741",6,1972,5,3,4,"Bulgaria",3,2,750,1,44
"45813",1,1971,3,3,4,"Austria",1,1,552,1,45
"5690",5,1984,1,1,6,"Sweden",2,1,520,1,32
"43334",8,1982,3,3,4,"Austria",1,1,834,1,34
"46911",5,1974,1,3,3,"Austria",1,1,112,1,42
"5625",7,1974,5,4,8,"Sweden",4,2,230,1,42
"41854",5,1980,3,2,3,"Austria",1,1,721,4,36
"40732",3,1975,4,3,8,"Austria",1,2,421,1,41
"89231",8,1973,2,3,4,"Bulgaria",2,2,520,3,43
"89581",10,1952,3,2,4,"Bulgaria",3,2,520,1,64
"50771",4,1950,5,2,6,"Sweden",4,1,120,1,66
"54841",3,1976,5,3,8,"Sweden",4,1,210,1,40
"51442",7,1943,5,2,4,"Sweden",1,1,610,1,73
"52391",4,1988,1,1,5,"Sweden",3,2,420,1,28
"57561",5,1953,3,2,4,"Sweden",4,2,410,2,63
"51212",9,1975,5,2,4,"Sweden",3,2,120,1,41
"53761",7,1952,5,2,9,"Sweden",4,1,220,1,64
"53331",8,1959,5,2,5,"Sweden",4,2,120,1,57
"8978",5,1976,4,3,8,"Bulgaria",3,1,220,4,40
"48061",10,1970,4,3,4,"Austria",4,2,412,1,46
"45362",5,1979,3,3,4,"Austria",2,1,522,1,37
"47463",7,1974,2,2,5,"Austria",2,1,513,4,42
"39672",5,1980,4,3,4,"Austria",1,2,134,1,36
"42273",5,1986,5,3,4,"Austria",1,1,541,1,30
"57371",4,1988,3,2,7,"Sweden",1,1,310,1,28
"43372",5,1994,5,1,4,"Austria",2,1,512,4,22
"43602",0,1968,3,3,4,"Austria",3,1,713,4,48
"40411",4,1952,5,2,8,"Austria",3,1,242,1,64
"57521",7,1972,2,1,8,"Sweden",3,1,710,1,44
"52001",7,1947,2,1,4,"Sweden",4,2,240,4,69
"53882",7,1977,1,1,4,"Sweden",4,1,410,4,39
"48922",5,1981,5,3,4,"Austria",3,1,522,4,35
"46922",3,1967,5,3,3,"Austria",1,2,524,1,49
"43653",5,1978,3,2,6,"Austria",1,1,11,1,38
"41111",3,1957,5,2,6,"Austria",1,2,235,1,59
"56912",6,1936,4,1,4,"Sweden",1,1,310,1,80
"89461",3,1940,1,3,3,"Bulgaria",3,2,910,2,76
"42851",6,1962,5,2,6,"Austria",1,1,332,3,54
"56992",2,1975,3,2,6,"Sweden",4,2,330,1,41
"42953",6,1969,3,3,4,"Austria",1,1,722,1,47
"48904",5,1965,3,3,5,"Austria",1,1,524,1,51
"89531",5,1996,4,3,4,"Bulgaria",1,1,820,4,20
"50753",6,1985,3,3,4,"Sweden",2,2,520,1,31
"46603",7,1955,4,3,4,"Austria",3,2,322,1,61
"55612",3,1962,5,2,4,"Sweden",3,2,410,1,54
"49301",4,1958,5,3,4,"Austria",3,1,541,1,58
"51863",7,1937,2,3,6,"Sweden",4,2,320,1,79
"57361",7,1984,3,1,8,"Sweden",1,1,210,1,32
"47182",3,1969,5,1,5,"Austria",1,1,818,1,47
"43973",2,1970,5,2,8,"Austria",1,2,235,1,46
"50453",3,1956,3,2,3,"Sweden",2,1,810,1,60
"89372",5,1974,1,4,3,"Bulgaria",3,1,510,4,42
"53713",10,1975,2,1,4,"Sweden",3,1,830,4,41
"57261",8,1971,4,2,4,"Sweden",3,2,240,1,45
"50783",0,1984,1,3,7,"Sweden",4,2,220,4,32
"50254",7,1963,4,2,4,"Sweden",4,2,120,1,53
"8982",0,1949,2,3,4,"Bulgaria",3,2,440,2,67
"57191",7,1941,2,2,4,"Sweden",4,1,240,4,75
"53731",1,1953,5,3,8,"Sweden",3,2,240,1,63
"5718",4,1951,4,1,5,"Sweden",4,1,310,1,65
"5331",8,1967,4,2,4,"Sweden",2,2,830,1,49
"44914",0,1961,2,1,4,"Austria",2,1,833,1,55
"51182",9,1937,3,3,4,"Sweden",4,1,240,1,79
"43754",3,1962,2,4,4,"Austria",2,2,322,3,54
"89731",6,1995,5,3,4,"Bulgaria",3,2,520,4,21
"48232",10,1956,3,3,4,"Austria",2,2,524,1,60
"43693",6,1978,5,3,8,"Austria",4,1,252,1,38
"49481",5,1979,3,4,5,"Austria",2,2,334,1,37
"53952",9,1944,5,2,6,"Sweden",3,2,320,1,72
"53801",5,1940,2,3,2,"Sweden",1,2,510,1,76
"8944",5,1967,2,2,4,"Bulgaria",1,2,510,3,49
"89651",3,1976,4,3,4,"Bulgaria",2,1,710,1,40
"5483",6,1958,5,3,5,"Sweden",3,2,120,1,58
"50063",2,1951,3,1,8,"Sweden",4,1,240,4,65
"54143",5,1938,3,3,3,"Sweden",1,1,120,1,78
"4779",5,1990,2,3,4,"Austria",1,1,741,1,26
"89791",7,1987,5,3,8,"Bulgaria",3,1,420,4,29
"55461",0,1956,2,3,3,"Sweden",4,1,710,4,60
"43974",2,1970,5,2,8,"Austria",1,2,235,1,46
"51543",5,1964,4,2,4,"Sweden",2,2,720,1,52
"46591",3,1964,5,3,6,"Austria",1,1,411,1,52
"5296",3,1975,4,2,7,"Sweden",4,2,330,1,41
"53743",8,1935,2,1,4,"Sweden",2,1,710,1,81
"39961",5,1961,5,3,4,"Austria",1,1,332,1,55
"48575",7,1970,2,2,3,"Austria",2,1,723,4,46
"52993",5,1937,2,2,2,"Sweden",2,1,720,1,79
"48835",4,1983,3,3,3,"Austria",4,2,411,1,33
"47202",2,1969,5,1,4,"Austria",1,2,513,1,47
"5377",4,1987,1,2,7,"Sweden",4,2,240,1,29
"47153",5,1982,4,2,5,"Austria",3,2,524,1,34
"50272",8,1961,5,2,6,"Sweden",4,2,320,1,55
"49052",4,1981,2,1,4,"Austria",4,1,332,4,35
"40622",8,1958,5,3,5,"Austria",3,2,243,1,58
"52944",7,1988,1,2,5,"Sweden",4,1,810,4,28
"42852",6,1962,5,2,6,"Austria",1,1,332,3,54
"3993",1,1964,5,1,5,"Austria",1,1,411,3,52
"44741",5,1994,5,3,4,"Austria",2,2,412,4,22
"53623",5,1946,3,1,4,"Sweden",4,2,420,1,70
"52622",4,1938,2,2,2,"Sweden",3,1,310,1,78
"50323",4,1945,3,2,4,"Sweden",4,2,410,2,71
"49741",4,1945,5,3,8,"Sweden",4,1,120,1,71
"53913",7,1980,5,2,5,"Sweden",4,2,340,1,36
"49874",8,1975,4,1,6,"Sweden",4,1,340,4,41
"50414",7,1944,4,2,3,"Sweden",3,2,340,1,72
"48474",5,1985,5,3,8,"Austria",3,2,412,1,31
"49103",5,1973,1,3,3,"Austria",1,2,142,1,43
"43664",5,1962,5,3,5,"Austria",2,1,311,1,54
"41333",4,1991,1,2,7,"Austria",3,2,522,4,25
