"","caseid","state","age","gender","citizen","marital_stat","veteran","active_armedforces","emp_status","multi_jobs","work_class","retired","fulltime_emp","hours_worked","fam_income","household_size","household_kids","household_child","phys_challenge","travel","phone","volunteer","religion","sports","social","food","gov_civic","household","pro_services","purchasing","education","work","care_nonhousehold","care_household","household_chores","personal_care","sleep","groom","health_related","eating","class","homework","socializing"
"10854","20121110121129","Florida",68,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$20,000 to $24,999",1,0,"No","No difficulty",10,0,0,0,0,410,120,0,0,0,0,0,0,0,0,180,720,660,60,0,120,0,0,0
"10855","20121110121132","Texas",38,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$150,000 and over",4,2,"Yes","No difficulty",0,0,0,0,0,450,60,0,0,0,0,0,0,0,330,30,570,570,0,0,60,0,0,180
"10856","20121110121135","New Jersey",35,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$100,000 to $149,999",5,3,"Yes","No difficulty",50,0,0,0,0,150,50,0,0,0,0,0,500,0,210,60,420,420,0,0,50,0,0,0
"10857","20121110121140","California",35,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$150,000 and over",4,0,"No","No difficulty",75,0,0,0,0,200,90,0,0,0,115,0,480,0,0,0,480,450,30,0,90,0,0,0
"10858","20121110121142","California",56,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$35,000 to $39,999",2,0,"No","Has difficulty",40,0,0,0,0,260,70,0,0,30,20,0,0,0,0,270,750,730,20,0,70,0,0,60
"10859","20121110121143","California",19,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$40,000 to $49,999",6,0,"No","No difficulty",134,0,0,0,0,150,180,0,0,0,0,235,0,0,0,50,691,686,5,0,180,0,235,90
"10860","20121110121150","Wisconsin",32,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"Less than $5,000",5,3,"Yes","No difficulty",18,0,0,0,0,60,90,0,0,0,0,0,544,0,148,200,380,335,45,0,90,0,0,0
"10861","20121110121151","New York",77,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Part time",16,"$12,500 to $14,999",3,0,"No","No difficulty",45,40,0,80,45,210,60,0,0,0,35,0,0,0,0,265,540,485,55,0,60,0,0,80
"10862","20121110121153","Georgia",54,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$100,000 to $149,999",4,2,"Yes","No difficulty",20,0,415,0,0,235,60,0,0,0,20,0,0,0,100,80,510,480,30,0,60,0,0,85
"10863","20121110121159","Illinois",70,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$50,000 to $59,999",1,0,"No","No difficulty",160,35,0,165,0,136,35,0,7,10,85,0,0,107,0,102,538,498,40,0,35,0,0,0
"10864","20121110121164","South Carolina",26,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",20,"$75,000 to $99,999",3,1,"Yes","No difficulty",57,0,0,0,0,313,80,0,0,0,120,0,0,1,167,30,607,547,60,0,80,0,0,30
"10865","20121110121177","Michigan",35,"Female","Foreign born, not US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$60,000 to $74,999",4,2,"Yes","No difficulty",20,60,0,0,0,150,90,0,0,0,180,0,0,0,0,220,720,650,70,0,90,0,0,0
"10866","20121110121178","Oregon",71,"Male","Native, Born in USA","Married","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$35,000 to $39,999",4,0,"No","No difficulty",0,0,0,0,0,452,30,0,0,0,0,0,0,0,0,153,805,780,25,0,30,0,0,0
"10867","20121110121182","California",73,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$30,000 to $34,999",1,0,"No","No difficulty",4,15,0,0,0,528,30,0,0,0,0,0,0,0,0,295,568,371,135,62,30,0,0,208
"10868","20121110121189","Georgia",71,"Male","Native, Born in USA","Married","Veteran","No","Employed","No","Private, for profit","No answer","Part time",9995,"$25,000 to $29,999",2,0,"No","No difficulty",100,0,0,0,0,355,90,0,0,0,0,0,0,0,25,295,575,555,20,0,90,0,0,0
"10869","20121110121191","Texas",66,"Male","Native, Born in USA","Divored","Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$50,000 to $59,999",1,0,"No","No difficulty",0,0,0,0,0,660,195,0,0,0,0,0,0,0,0,30,555,450,105,0,195,0,0,420
"10870","20121110121193","Alabama",74,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",9999,"$10,000 to $12,499",1,0,"No","No difficulty",20,0,0,0,0,620,30,0,0,60,0,0,0,0,0,80,630,525,105,0,30,0,0,0
"10871","20121110121195","New Jersey",31,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",3,1,"Yes","No difficulty",55,0,0,0,0,385,45,0,0,0,20,0,0,60,120,230,525,525,0,0,45,0,0,145
"10872","20121110121204","Texas",58,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$40,000 to $49,999",2,0,"No","No difficulty",64,0,0,0,0,521,90,0,0,0,45,0,0,0,0,145,575,480,95,0,90,0,0,210
"10873","20121110121206","Illinois",41,"Male","Native, Born in USA","Married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",9999,"$50,000 to $59,999",4,2,"Yes","No difficulty",120,0,0,0,0,380,15,0,0,0,5,0,0,0,320,0,600,570,30,0,15,0,0,380
"10874","20121110121210","Florida",33,"Female","Native, Born in USA","Separated","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",40,"$25,000 to $29,999",2,1,"Yes","No difficulty",28,0,0,0,0,0,40,0,0,0,0,0,875,0,142,0,355,300,55,0,40,0,0,0
"10875","20121110121227","Arizona",58,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$20,000 to $24,999",2,0,"No","No difficulty",82,0,0,180,0,213,140,0,0,0,70,0,0,0,5,100,620,600,20,0,140,0,0,0
"10876","20121110121228","Maryland",39,"Female","Native, Born in USA","Separated","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$35,000 to $39,999",3,2,"Yes","No difficulty",50,0,0,150,0,235,30,0,0,0,0,0,0,0,15,360,600,510,90,0,30,0,0,0
"10877","20121110121230","Texas",64,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",9995,"$30,000 to $34,999",1,0,"No","No difficulty",0,0,0,0,0,30,150,0,0,0,0,0,0,0,0,690,570,540,30,0,150,0,0,0
"10878","20121110121231","New York",53,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$10,000 to $12,499",1,0,"No","No difficulty",20,110,0,0,0,605,30,0,0,0,0,0,0,0,0,165,510,510,0,0,30,0,0,0
"10879","20121110121234","Ohio",53,"Male","Native, Born in USA","Married","Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$75,000 to $99,999",2,0,"No","No difficulty",90,0,0,0,0,280,60,0,0,45,30,0,240,0,0,155,540,495,45,0,60,0,0,40
"10880","20121110121236","Massachusetts",57,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$50,000 to $59,999",1,0,"No","No difficulty",0,0,0,0,0,435,30,0,0,0,0,0,80,240,0,85,570,570,0,0,30,0,0,0
"10881","20121110121237","Michigan",28,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$35,000 to $39,999",4,2,"Yes","No difficulty",55,0,0,0,0,430,45,0,0,0,0,0,490,0,0,0,420,360,60,0,45,0,0,0
"10882","20121110121239","Wisconsin",70,"Male","Native, Born in USA","Married","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$40,000 to $49,999",2,0,"No","No difficulty",20,0,0,0,0,710,135,0,0,0,15,0,0,0,0,95,465,420,45,0,135,0,0,60
"10883","20121110121246","California",42,"Male","Foreign born, not US citizen","Divored","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Full time",60,"$75,000 to $99,999",3,2,"Yes","Has difficulty",80,0,0,0,0,540,120,0,0,50,180,0,0,0,0,60,410,410,0,0,120,0,0,0
"10884","20121110121247","Missori",17,"Male","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$60,000 to $74,999",5,3,"Yes","No difficulty",40,0,0,75,70,330,75,0,0,0,140,30,0,0,0,45,635,580,55,0,75,0,30,0
"10885","20121110121252","Colorado",42,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",3,1,"Yes","No difficulty",10,60,0,0,120,135,105,0,0,0,90,0,0,0,185,165,570,540,30,0,105,0,0,90
"10886","20121110121264","Florida",76,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Part time",30,"$75,000 to $99,999",1,0,"No","No difficulty",0,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,1405,500,20,885,5,0,0,0
"10887","20121110121266","Kentucky",43,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",35,"$25,000 to $29,999",3,2,"Yes","No difficulty",29,0,0,0,0,271,70,0,0,0,0,0,240,0,105,120,605,605,0,0,70,0,0,0
"10888","20121110121268","New York",85,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$35,000 to $39,999",2,0,"No","Has difficulty",0,0,0,0,0,510,70,0,0,0,0,0,0,0,0,335,525,495,30,0,70,0,0,0
"10889","20121110121272","Wisconsin",54,"Male","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$12,500 to $14,999",5,1,"Yes","Has difficulty",0,0,0,0,75,585,150,0,0,0,0,0,0,0,0,0,630,630,0,0,150,0,0,120
"10890","20121110121273","Oklahoma",15,"Female","Native, Born in USA","Never married","No answer","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$25,000 to $29,999",7,3,"Yes","No difficulty",60,0,0,0,0,305,105,0,0,0,150,0,0,0,120,140,560,515,45,0,105,0,0,0
"10891","20121110121275","Pennsylvania",19,"Male","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$50,000 to $59,999",4,1,"Yes","No difficulty",105,0,0,0,90,0,20,0,0,0,20,225,0,0,260,20,700,675,25,0,20,180,45,0
"10892","20121110121278","California",52,"Male","Foreign born, US citizen","Married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",9999,"$100,000 to $149,999",4,2,"Yes","No difficulty",40,0,0,360,0,60,60,0,0,0,0,0,0,0,225,30,665,665,0,0,60,0,0,0
"10893","20121110121280","Florida",49,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Full time",45,"$100,000 to $149,999",3,1,"Yes","No difficulty",61,0,0,0,114,275,105,0,60,0,90,0,40,0,0,135,560,515,45,0,105,0,0,275
"10894","20121110121284","Oklahoma",59,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$15,000 to $19,999",1,0,"No","No difficulty",30,0,0,0,60,240,20,0,0,0,120,0,0,0,0,360,610,580,30,0,20,0,0,0
"10895","20121110121285","New York",30,"Male","Foreign born, not US citizen","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",60,"$50,000 to $59,999",2,1,"Yes","No difficulty",130,6,0,120,0,145,40,0,0,0,0,0,0,0,131,25,843,751,92,0,40,0,0,0
"10896","20121110121286","New Jersey",37,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, state","No answer","Full time",40,"$100,000 to $149,999",4,2,"Yes","No difficulty",200,0,0,0,0,15,130,0,0,0,30,0,0,0,440,75,550,525,25,0,130,0,0,0
"10897","20121110121287","New York",29,"Female","Native, Born in USA","Never married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",9999,"$20,000 to $24,999",1,0,"No","No difficulty",20,0,0,0,0,490,0,0,0,0,0,0,210,0,0,40,680,610,70,0,0,0,0,490
"10898","20121110121293","Minnesota",52,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"Less than $5,000",1,0,"No","No difficulty",118,0,0,0,0,30,30,0,0,0,0,0,452,0,0,10,770,710,60,0,30,0,0,0
"10899","20121110121295","Nebraska",48,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",40,"$100,000 to $149,999",4,2,"Yes","No difficulty",65,0,0,0,45,235,40,0,0,0,0,0,495,0,30,50,480,450,30,0,40,0,0,0
"10900","20121110121301","Nevada",57,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$35,000 to $39,999",3,1,"Yes","No difficulty",100,20,0,45,60,300,110,0,0,0,0,0,0,0,0,175,630,610,20,0,110,0,0,210
"10901","20121110121306","California",48,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$100,000 to $149,999",2,0,"No","Has difficulty",40,0,0,0,0,270,60,0,0,0,120,0,0,0,0,112,670,640,30,0,60,0,0,0
"10902","20121110121307","Kansas",31,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$20,000 to $24,999",5,3,"Yes","Has difficulty",0,0,0,0,0,240,65,0,0,0,0,0,0,0,0,0,1135,1057,30,48,65,0,0,0
"10903","20121110121308","Florida",54,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$40,000 to $49,999",1,0,"No","No difficulty",90,20,30,0,0,155,20,0,0,50,10,0,540,0,0,67,375,315,60,0,20,0,0,25
"10904","20121110121310","Michigan",31,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",30,"$25,000 to $29,999",1,0,"No","No difficulty",40,30,0,0,0,165,60,0,0,0,0,90,505,0,0,80,470,390,80,0,60,0,90,0
"10905","20121110121313","Florida",80,"Male","Native, Born in USA","Married","Veteran","No","Employed","No","Private, for profit","No answer","Part time",20,"$100,000 to $149,999",2,0,"No","No difficulty",70,0,0,0,60,335,135,0,0,60,0,0,120,0,120,0,540,480,60,0,135,0,0,0
"10906","20121110121317","Arizona",40,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Full time",50,"$150,000 and over",4,2,"Yes","No difficulty",17,0,0,0,30,105,40,0,0,0,0,0,683,0,50,15,500,475,25,0,40,0,0,0
"10907","20121110121319","Missori",48,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Full time",75,"Less than $5,000",1,0,"No","No difficulty",70,0,0,0,0,0,190,0,0,0,0,0,750,0,0,0,430,370,60,0,190,0,0,0
"10908","20121110121320","Georgia",45,"Male","Native, Born in USA","Married","Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Full time",9995,"$60,000 to $74,999",3,1,"Yes","No difficulty",25,0,0,0,60,90,85,0,0,0,15,0,190,0,120,290,565,565,0,0,85,0,0,0
"10909","20121110121321","Arkansas",32,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$50,000 to $59,999",1,0,"No","No difficulty",100,30,0,0,0,210,150,0,0,10,210,0,0,0,0,195,535,430,105,0,150,0,0,90
"10910","20121110121323","Maryland",50,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","Yes","Private, nonprofit","No answer","Full time",43,"$50,000 to $59,999",2,1,"Yes","No difficulty",95,0,0,0,0,210,0,0,0,0,0,0,450,0,110,155,420,360,60,0,0,0,0,0
"10911","20121110121334","California",50,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, federal","No answer","Full time",40,"$100,000 to $149,999",4,2,"Yes","No difficulty",20,0,845,0,0,0,60,0,0,0,0,0,0,0,0,105,410,395,15,0,60,0,0,0
"10912","20121110121335","Ohio",31,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",28,"$25,000 to $29,999",6,2,"Yes","No difficulty",20,0,0,0,0,445,45,0,0,0,60,0,0,0,220,80,570,570,0,0,45,0,0,0
"10913","20121110121337","New York",27,"Male","Foreign born, US citizen","Never married","Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",9999,"$30,000 to $34,999",2,0,"No","No difficulty",103,0,0,0,0,0,20,0,0,0,70,0,0,10,0,380,657,607,50,0,20,0,0,0
"10914","20121110121341","Pennsylvania",45,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Government, state","No answer","Full time",9995,"$75,000 to $99,999",2,0,"No","No difficulty",84,0,0,0,0,265,15,0,0,0,37,0,562,0,0,34,443,400,43,0,15,0,0,35
"10915","20121110121354","Illinois",77,"Male","Native, Born in USA","Married","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$15,000 to $19,999",2,0,"No","No difficulty",75,0,0,0,0,75,85,0,0,0,0,0,605,0,0,120,480,470,10,0,85,0,0,15
"10916","20121110121355","Texas",56,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",9995,"$150,000 and over",2,0,"No","No difficulty",230,0,0,0,0,260,50,0,0,0,0,0,450,5,0,10,435,390,35,10,50,0,0,185
"10917","20121110121356","Oregon",36,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",24,"$100,000 to $149,999",3,1,"Yes","No difficulty",48,0,0,0,120,150,50,0,0,0,0,0,0,0,445,110,517,492,25,0,50,0,0,60
"10918","20121110121358","Texas",41,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Part time",22,"$40,000 to $49,999",3,1,"Yes","No difficulty",10,0,0,0,0,185,30,0,0,0,0,0,435,0,75,60,645,645,0,0,30,0,0,10
"10919","20121110121359","California",45,"Female","Foreign born, US citizen","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$10,000 to $12,499",4,3,"Yes","No difficulty",115,0,0,0,0,135,15,0,0,0,60,0,395,0,0,120,600,600,0,0,15,0,0,0
"10920","20121110121361","New Mexico",45,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Government, federal","No answer","Full time",40,"$150,000 and over",8,5,"Yes","No difficulty",40,0,0,0,80,150,90,0,0,0,0,0,630,0,30,0,420,390,30,0,90,0,0,110
"10921","20121110121362","Maryland",70,"Female","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$60,000 to $74,999",1,0,"No","No difficulty",80,0,210,0,0,380,10,0,0,0,25,0,0,60,0,45,630,630,0,0,10,0,0,35
"10922","20121110121363","Georgia",45,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$50,000 to $59,999",6,3,"Yes","No difficulty",60,0,0,0,0,467,30,0,0,0,120,243,0,0,10,0,510,510,0,0,30,120,123,0
"10923","20121110121366","New Mexico",55,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, state","No answer","Full time",40,"$100,000 to $149,999",2,0,"No","No difficulty",120,0,120,0,0,180,120,0,0,0,0,0,0,0,0,360,540,510,30,0,120,0,0,0
"10924","20121110121368","Michigan",51,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",55,"$75,000 to $99,999",4,0,"No","No difficulty",265,0,0,0,40,405,30,0,0,30,160,0,0,0,0,0,510,480,30,0,30,0,0,165
"10925","20121110121370","Pennsylvania",66,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$30,000 to $34,999",3,1,"Yes","No difficulty",0,0,375,0,0,60,110,0,0,0,0,0,0,0,0,300,595,590,5,0,110,0,0,0
"10926","20121110121373","Iowa",34,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Full time",70,"$40,000 to $49,999",6,4,"Yes","No difficulty",145,0,0,0,0,200,75,0,0,0,65,0,0,0,390,145,420,405,15,0,75,0,0,0
"10927","20121110121380","Pennsylvania",32,"Male","Native, born abroad","Never married","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Full time",45,"$40,000 to $49,999",2,0,"No","No difficulty",50,0,0,0,0,245,40,0,0,0,15,0,620,0,0,0,470,440,30,0,40,0,0,30
"10928","20121110121383","California",37,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"Less than $5,000",2,1,"Yes","Has difficulty",54,0,0,0,0,180,58,0,5,0,0,0,0,0,225,100,585,570,15,0,58,0,0,180
"10929","20121110121384","Texas",41,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$40,000 to $49,999",4,2,"Yes","No difficulty",145,0,0,0,0,125,50,0,0,0,90,0,540,0,90,40,360,330,30,0,50,0,0,0
"10930","20121110121391","Wisconsin",36,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$60,000 to $74,999",4,2,"Yes","No difficulty",0,0,0,0,0,60,75,0,0,0,0,0,0,0,455,225,625,520,105,0,75,0,0,0
"10931","20121110121393","North Carolina",38,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",4,2,"Yes","No difficulty",40,0,0,0,170,505,165,0,0,0,0,0,0,0,0,0,560,480,80,0,165,0,0,0
"10932","20121110121398","Illinois",25,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",5,1,"Yes","No difficulty",40,0,0,0,0,255,60,0,0,0,5,0,0,0,45,300,735,705,30,0,60,0,0,0
"10933","20121110121402","Colorado",53,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$50,000 to $59,999",1,0,"No","No difficulty",110,0,0,0,0,270,60,0,0,0,0,0,555,5,0,0,440,390,50,0,60,0,0,0
"10934","20121110121403","Illinois",27,"Female","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",2,0,"No","No difficulty",30,30,0,0,0,45,45,0,0,0,405,0,0,0,0,115,740,740,0,0,45,0,0,15
"10935","20121110121404","Michigan",45,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",40,"$75,000 to $99,999",3,1,"Yes","No difficulty",70,0,0,0,0,25,80,0,0,0,0,0,760,0,0,0,505,475,30,0,80,0,0,0
"10936","20121110121407","Ohio",26,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",65,"Less than $5,000",1,0,"No","No difficulty",10,0,0,0,0,240,90,0,0,0,0,0,335,0,0,0,765,720,45,0,90,0,0,0
"10937","20121110121413","Florida",59,"Female","Native, born abroad","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$15,000 to $19,999",1,0,"No","Has difficulty",0,120,0,0,0,480,60,0,0,0,0,0,0,0,0,100,680,680,0,0,60,0,0,0
"10938","20121110121415","Texas",37,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$10,000 to $12,499",2,0,"No","No difficulty",20,0,0,0,0,230,35,0,0,0,0,0,510,0,0,110,535,480,55,0,35,0,0,0
"10939","20121110121417","Oregon",45,"Male","Native, Born in USA","Married","Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",3,1,"Yes","No difficulty",60,0,0,0,0,180,90,0,0,0,0,0,525,0,0,75,510,480,30,0,90,0,0,30
"10940","20121110121418","Virginia",54,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$75,000 to $99,999",1,0,"No","No difficulty",45,0,0,0,0,35,90,0,0,60,0,0,590,0,0,20,600,570,30,0,90,0,0,0
"10941","20121110121425","Washington",65,"Male","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$40,000 to $49,999",1,0,"No","No difficulty",0,0,0,0,0,395,20,0,0,0,0,0,0,0,0,620,405,360,45,0,20,0,0,0
"10942","20121110121429","California",32,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Full time",40,"$60,000 to $74,999",2,0,"No","No difficulty",115,0,0,0,0,380,225,0,0,90,60,0,0,0,0,30,480,480,0,0,225,0,0,140
"10943","20121110121435","Kansas",65,"Male","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$12,500 to $14,999",1,0,"No","Has difficulty",168,12,0,0,0,371,21,0,0,50,62,0,0,0,0,22,722,656,65,1,21,0,0,0
"10944","20121110121438","New York",43,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$150,000 and over",3,1,"Yes","No difficulty",25,0,0,0,0,445,150,0,0,0,15,0,120,0,15,0,670,660,10,0,150,0,0,0
"10945","20121110121441","Texas",32,"Female","Foreign born, not US citizen","Divored","Non-Veteran","No","Unemployed, Laid off","No answer","No answer","No answer","No answer",9999,"$10,000 to $12,499",3,2,"Yes","No difficulty",85,0,0,0,0,15,60,0,0,0,0,0,260,0,110,460,450,430,20,0,60,0,0,0
"10946","20121110121446","Hawaii",47,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",53,"$15,000 to $19,999",1,0,"No","No difficulty",55,60,0,0,0,272,45,0,0,0,0,0,465,0,0,33,510,480,30,0,45,0,0,0
"10947","20121110121447","Indiana",45,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",50,"$100,000 to $149,999",4,1,"Yes","No difficulty",140,0,0,0,0,240,0,0,0,0,0,0,0,0,160,240,660,630,30,0,0,0,0,0
"10948","20121110121449","Washington",33,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$100,000 to $149,999",4,2,"Yes","No difficulty",175,0,0,0,0,310,60,0,0,0,0,0,0,0,160,58,575,535,40,0,60,0,0,110
"10949","20121110121450","Florida",49,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$25,000 to $29,999",2,1,"Yes","No difficulty",110,0,0,0,0,75,45,0,0,0,60,0,460,0,80,55,555,500,55,0,45,0,0,0
"10950","20121110121451","Iowa",52,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",40,"$50,000 to $59,999",3,0,"No","No difficulty",30,0,0,0,0,180,45,0,0,0,90,0,0,0,0,525,570,570,0,0,45,0,0,0
